event_id,timestamp,source,topic,metric,value
tq-large,2026-09-20T02:14:00Z,source-a,shopping,click_count,1134
tq-large,2026-09-20T02:15:00Z,source-a,shopping,click_count,1135
tq-large,2026-09-20T02:16:00Z,source-a,shopping,click_count,1136
tq-large,2026-09-20T02:17:00Z,source-a,shopping,click_count,1137
tq-large,2026-09-20T02:18:00Z,source-a,shopping,click_count,1138
tq-large,2026-09-20T02:19:00Z,source-a,shopping,click_count,1139
tq-large,2026-09-20T02:20:00Z,source-a,shopping,click_count,1140
tq-large,2026-09-20T02:21:00Z,source-a,shopping,click_count,1141
tq-large,2026-09-20T02:22:00Z,source-a,shopping,click_count,1142
tq-large,2026-09-20T02:23:00Z,source-a,shopping,click_count,1143
tq-large,2026-09-20T02:24:00Z,source-a,shopping,click_count,1144
tq-large,2026-09-20T02:25:00Z,source-a,shopping,click_count,1145
tq-large,2026-09-20T02:26:00Z,source-a,shopping,click_count,1146
tq-large,2026-09-20T02:27:00Z,source-a,shopping,click_count,1147
tq-large,2026-09-20T02:28:00Z,source-a,shopping,click_count,1148
tq-large,2026-09-20T02:29:00Z,source-a,shopping,click_count,1149
tq-large,2026-09-20T02:30:00Z,source-a,shopping,click_count,1150
tq-large,2026-09-20T02:31:00Z,source-a,shopping,click_count,1151
tq-large,2026-09-20T02:32:00Z,source-a,shopping,click_count,1152
tq-large,2026-09-20T02:33:00Z,source-a,shopping,click_count,1153
tq-large,2026-09-20T02:34:00Z,source-a,shopping,click_count,1154
tq-large,2026-09-20T02:35:00Z,source-a,shopping,click_count,1155
tq-large,2026-09-20T02:36:00Z,source-a,shopping,click_count,1156
tq-large,2026-09-20T02:37:00Z,source-a,shopping,click_count,1157
tq-large,2026-09-20T02:38:00Z,source-a,shopping,click_count,1158
tq-large,2026-09-20T02:39:00Z,source-a,shopping,click_count,1159
tq-large,2026-09-20T02:40:00Z,source-a,shopping,click_count,1160
tq-large,2026-09-20T02:41:00Z,source-a,shopping,click_count,1161
tq-large,2026-09-20T02:42:00Z,source-a,shopping,click_count,1162
tq-large,2026-09-20T02:43:00Z,source-a,shopping,click_count,1163
tq-large,2026-09-20T02:44:00Z,source-a,shopping,click_count,1164
tq-large,2026-09-20T02:45:00Z,source-a,shopping,click_count,1165
tq-large,2026-09-20T02:46:00Z,source-a,shopping,click_count,1166
tq-large,2026-09-20T02:47:00Z,source-a,shopping,click_count,1167
tq-large,2026-09-20T02:48:00Z,source-a,shopping,click_count,1168
tq-large,2026-09-20T02:49:00Z,source-a,shopping,click_count,1169
tq-large,2026-09-20T02:50:00Z,source-a,shopping,click_count,1170
tq-large,2026-09-20T02:51:00Z,source-a,shopping,click_count,1171
tq-large,2026-09-20T02:52:00Z,source-a,shopping,click_count,1172
tq-large,2026-09-20T02:53:00Z,source-a,shopping,click_count,1173
tq-large,2026-09-20T02:54:00Z,source-a,shopping,click_count,1174
tq-large,2026-09-20T02:55:00Z,source-a,shopping,click_count,1175
tq-large,2026-09-20T02:56:00Z,source-a,shopping,click_count,1176
tq-large,2026-09-20T02:57:00Z,source-a,shopping,click_count,1177
tq-large,2026-09-20T02:58:00Z,source-a,shopping,click_count,1178
tq-large,2026-09-20T02:59:00Z,source-a,shopping,click_count,1179
tq-large,2026-09-20T03:00:00Z,source-a,shopping,click_count,1180
tq-large,2026-09-20T03:01:00Z,source-a,shopping,click_count,1181
tq-large,2026-09-20T03:02:00Z,source-a,shopping,click_count,1182
tq-large,2026-09-20T03:03:00Z,source-a,shopping,click_count,1183
tq-large,2026-09-20T03:04:00Z,source-a,shopping,click_count,1184
tq-large,2026-09-20T03:05:00Z,source-a,shopping,click_count,1185
tq-large,2026-09-20T03:06:00Z,source-a,shopping,click_count,1186
tq-large,2026-09-20T03:07:00Z,source-a,shopping,click_count,1187
tq-large,2026-09-20T03:08:00Z,source-a,shopping,click_count,1188
tq-large,2026-09-20T03:09:00Z,source-a,shopping,click_count,1189
tq-large,2026-09-20T03:10:00Z,source-a,shopping,click_count,1190
tq-large,2026-09-20T03:11:00Z,source-a,shopping,click_count,1191
tq-large,2026-09-20T03:12:00Z,source-a,shopping,click_count,1192
tq-large,2026-09-20T03:13:00Z,source-a,shopping,click_count,1193
tq-large,2026-09-20T03:14:00Z,source-a,shopping,click_count,1194
tq-large,2026-09-20T03:15:00Z,source-a,shopping,click_count,1195
tq-large,2026-09-20T03:16:00Z,source-a,shopping,click_count,1196
tq-large,2026-09-20T03:17:00Z,source-a,shopping,click_count,1197
tq-large,2026-09-20T03:18:00Z,source-a,shopping,click_count,1198
tq-large,2026-09-20T03:19:00Z,source-a,shopping,click_count,1199
tq-large,2026-09-20T03:20:00Z,source-a,shopping,click_count,1200
tq-large,2026-09-20T03:21:00Z,source-a,shopping,click_count,1201
tq-large,2026-09-20T03:22:00Z,source-a,shopping,click_count,1202
tq-large,2026-09-20T03:23:00Z,source-a,shopping,click_count,1203
tq-large,2026-09-20T03:24:00Z,source-a,shopping,click_count,1204
tq-large,2026-09-20T03:25:00Z,source-a,shopping,click_count,1205
tq-large,2026-09-20T03:26:00Z,source-a,shopping,click_count,1206
tq-large,2026-09-20T03:27:00Z,source-a,shopping,click_count,1207
tq-large,2026-09-20T03:28:00Z,source-a,shopping,click_count,1208
tq-large,2026-09-20T03:29:00Z,source-a,shopping,click_count,1209
tq-large,2026-09-20T03:30:00Z,source-a,shopping,click_count,1210
tq-large,2026-09-20T03:31:00Z,source-a,shopping,click_count,1211
tq-large,2026-09-20T03:32:00Z,source-a,shopping,click_count,1212
tq-large,2026-09-20T03:33:00Z,source-a,shopping,click_count,1213
tq-large,2026-09-20T03:34:00Z,source-a,shopping,click_count,1214
tq-large,2026-09-20T03:35:00Z,source-a,shopping,click_count,1215
tq-large,2026-09-20T03:36:00Z,source-a,shopping,click_count,1216
tq-large,2026-09-20T03:37:00Z,source-a,shopping,click_count,1217
tq-large,2026-09-20T03:38:00Z,source-a,shopping,click_count,1218
tq-large,2026-09-20T03:39:00Z,source-a,shopping,click_count,1219
tq-large,2026-09-20T03:40:00Z,source-a,shopping,click_count,1220
tq-large,2026-09-20T03:41:00Z,source-a,shopping,click_count,1221
tq-large,2026-09-20T03:42:00Z,source-a,shopping,click_count,1222
tq-large,2026-09-20T03:43:00Z,source-a,shopping,click_count,1223
tq-large,2026-09-20T03:44:00Z,source-a,shopping,click_count,1224
tq-large,2026-09-20T03:45:00Z,source-a,shopping,click_count,1225
tq-large,2026-09-20T03:46:00Z,source-a,shopping,click_count,1226
tq-large,2026-09-20T03:47:00Z,source-a,shopping,click_count,1227
tq-large,2026-09-20T03:48:00Z,source-a,shopping,click_count,1228
tq-large,2026-09-20T03:49:00Z,source-a,shopping,click_count,1229
tq-large,2026-09-20T03:50:00Z,source-a,shopping,click_count,1230
tq-large,2026-09-20T03:51:00Z,source-a,shopping,click_count,1231
tq-large,2026-09-20T03:52:00Z,source-a,shopping,click_count,1232
tq-large,2026-09-20T03:53:00Z,source-a,shopping,click_count,1233
tq-large,2026-09-20T03:54:00Z,source-a,shopping,click_count,1234
tq-large,2026-09-20T03:55:00Z,source-a,shopping,click_count,1235
tq-large,2026-09-20T03:56:00Z,source-a,shopping,click_count,1236
tq-large,2026-09-20T03:57:00Z,source-a,shopping,click_count,1237
tq-large,2026-09-20T03:58:00Z,source-a,shopping,click_count,1238
tq-large,2026-09-20T03:59:00Z,source-a,shopping,click_count,1239
tq-large,2026-09-20T04:00:00Z,source-a,shopping,click_count,1240
tq-large,2026-09-20T04:01:00Z,source-a,shopping,click_count,1241
tq-large,2026-09-20T04:02:00Z,source-a,shopping,click_count,1242
tq-large,2026-09-20T04:03:00Z,source-a,shopping,click_count,1243
tq-large,2026-09-20T04:04:00Z,source-a,shopping,click_count,1244
tq-large,2026-09-20T04:05:00Z,source-a,shopping,click_count,1245
tq-large,2026-09-20T04:06:00Z,source-a,shopping,click_count,1246
tq-large,2026-09-20T04:07:00Z,source-a,shopping,click_count,1247
tq-large,2026-09-20T04:08:00Z,source-a,shopping,click_count,1248
tq-large,2026-09-20T04:09:00Z,source-a,shopping,click_count,1249
tq-large,2026-09-20T04:10:00Z,source-a,shopping,click_count,1250
tq-large,2026-09-20T04:11:00Z,source-a,shopping,click_count,1251
tq-large,2026-09-20T04:12:00Z,source-a,shopping,click_count,1252
tq-large,2026-09-20T04:13:00Z,source-a,shopping,click_count,1253
tq-large,2026-09-20T04:14:00Z,source-a,shopping,click_count,1254
tq-large,2026-09-20T04:15:00Z,source-a,shopping,click_count,1255
tq-large,2026-09-20T04:16:00Z,source-a,shopping,click_count,1256
tq-large,2026-09-20T04:17:00Z,source-a,shopping,click_count,1257
tq-large,2026-09-20T04:18:00Z,source-a,shopping,click_count,1258
tq-large,2026-09-20T04:19:00Z,source-a,shopping,click_count,1259
tq-large,2026-09-20T04:20:00Z,source-a,shopping,click_count,1260
tq-large,2026-09-20T04:21:00Z,source-a,shopping,click_count,1261
tq-large,2026-09-20T04:22:00Z,source-a,shopping,click_count,1262
tq-large,2026-09-20T04:23:00Z,source-a,shopping,click_count,1263
tq-large,2026-09-20T04:24:00Z,source-a,shopping,click_count,1264
tq-large,2026-09-20T04:25:00Z,source-a,shopping,click_count,1265
tq-large,2026-09-20T04:26:00Z,source-a,shopping,click_count,1266
tq-large,2026-09-20T04:27:00Z,source-a,shopping,click_count,1267
tq-large,2026-09-20T04:28:00Z,source-a,shopping,click_count,1268
tq-large,2026-09-20T04:29:00Z,source-a,shopping,click_count,1269
tq-large,2026-09-20T04:30:00Z,source-a,shopping,click_count,1270
tq-large,2026-09-20T04:31:00Z,source-a,shopping,click_count,1271
tq-large,2026-09-20T04:32:00Z,source-a,shopping,click_count,1272
tq-large,2026-09-20T04:33:00Z,source-a,shopping,click_count,1273
tq-large,2026-09-20T04:34:00Z,source-a,shopping,click_count,1274
tq-large,2026-09-20T04:35:00Z,source-a,shopping,click_count,1275
tq-large,2026-09-20T04:36:00Z,source-a,shopping,click_count,1276
tq-large,2026-09-20T04:37:00Z,source-a,shopping,click_count,1277
tq-large,2026-09-20T04:38:00Z,source-a,shopping,click_count,1278
tq-large,2026-09-20T04:39:00Z,source-a,shopping,click_count,1279
tq-large,2026-09-20T04:40:00Z,source-a,shopping,click_count,1280
tq-large,2026-09-20T04:41:00Z,source-a,shopping,click_count,1281
tq-large,2026-09-20T04:42:00Z,source-a,shopping,click_count,1282
tq-large,2026-09-20T04:43:00Z,source-a,shopping,click_count,1283
tq-large,2026-09-20T04:44:00Z,source-a,shopping,click_count,1284
tq-large,2026-09-20T04:45:00Z,source-a,shopping,click_count,1285
tq-large,2026-09-20T04:46:00Z,source-a,shopping,click_count,1286
tq-large,2026-09-20T04:47:00Z,source-a,shopping,click_count,1287
tq-large,2026-09-20T04:48:00Z,source-a,shopping,click_count,1288
tq-large,2026-09-20T04:49:00Z,source-a,shopping,click_count,1289
tq-large,2026-09-20T04:50:00Z,source-a,shopping,click_count,1290
tq-large,2026-09-20T04:51:00Z,source-a,shopping,click_count,1291
tq-large,2026-09-20T04:52:00Z,source-a,shopping,click_count,1292
tq-large,2026-09-20T04:53:00Z,source-a,shopping,click_count,1293
tq-large,2026-09-20T04:54:00Z,source-a,shopping,click_count,1294
tq-large,2026-09-20T04:55:00Z,source-a,shopping,click_count,1295
tq-large,2026-09-20T04:56:00Z,source-a,shopping,click_count,1296
tq-large,2026-09-20T04:57:00Z,source-a,shopping,click_count,1297
tq-large,2026-09-20T04:58:00Z,source-a,shopping,click_count,1298
tq-large,2026-09-20T04:59:00Z,source-a,shopping,click_count,1299
tq-large,2026-09-20T05:00:00Z,source-a,shopping,click_count,1300
tq-large,2026-09-20T05:01:00Z,source-a,shopping,click_count,1301
tq-large,2026-09-20T05:02:00Z,source-a,shopping,click_count,1302
tq-large,2026-09-20T05:03:00Z,source-a,shopping,click_count,1303
tq-large,2026-09-20T05:04:00Z,source-a,shopping,click_count,1304
tq-large,2026-09-20T05:05:00Z,source-a,shopping,click_count,1305
tq-large,2026-09-20T05:06:00Z,source-a,shopping,click_count,1306
tq-large,2026-09-20T05:07:00Z,source-a,shopping,click_count,1307
tq-large,2026-09-20T05:08:00Z,source-a,shopping,click_count,1308
tq-large,2026-09-20T05:09:00Z,source-a,shopping,click_count,1309
tq-large,2026-09-20T05:10:00Z,source-a,shopping,click_count,1310
tq-large,2026-09-20T05:11:00Z,source-a,shopping,click_count,1311
tq-large,2026-09-20T05:12:00Z,source-a,shopping,click_count,1312
tq-large,2026-09-20T05:13:00Z,source-a,shopping,click_count,1313
tq-large,2026-09-20T05:14:00Z,source-a,shopping,click_count,1314
tq-large,2026-09-20T05:15:00Z,source-a,shopping,click_count,1315
tq-large,2026-09-20T05:16:00Z,source-a,shopping,click_count,1316
tq-large,2026-09-20T05:17:00Z,source-a,shopping,click_count,1317
tq-large,2026-09-20T05:18:00Z,source-a,shopping,click_count,1318
tq-large,2026-09-20T05:19:00Z,source-a,shopping,click_count,1319
tq-large,2026-09-20T05:20:00Z,source-a,shopping,click_count,1320
tq-large,2026-09-20T05:21:00Z,source-a,shopping,click_count,1321
tq-large,2026-09-20T05:22:00Z,source-a,shopping,click_count,1322
tq-large,2026-09-20T05:23:00Z,source-a,shopping,click_count,1323
tq-large,2026-09-20T05:24:00Z,source-a,shopping,click_count,1324
tq-large,2026-09-20T05:25:00Z,source-a,shopping,click_count,1325
tq-large,2026-09-20T05:26:00Z,source-a,shopping,click_count,1326
tq-large,2026-09-20T05:27:00Z,source-a,shopping,click_count,1327
tq-large,2026-09-20T05:28:00Z,source-a,shopping,click_count,1328
tq-large,2026-09-20T05:29:00Z,source-a,shopping,click_count,1329
tq-large,2026-09-20T05:30:00Z,source-a,shopping,click_count,1330
tq-large,2026-09-20T05:31:00Z,source-a,shopping,click_count,1331
tq-large,2026-09-20T05:32:00Z,source-a,shopping,click_count,1332
tq-large,2026-09-20T05:33:00Z,source-a,shopping,click_count,1333
tq-large,2026-09-20T05:34:00Z,source-a,shopping,click_count,1334
tq-large,2026-09-20T05:35:00Z,source-a,shopping,click_count,1335
tq-large,2026-09-20T05:36:00Z,source-a,shopping,click_count,1336
tq-large,2026-09-20T05:37:00Z,source-a,shopping,click_count,1337
tq-large,2026-09-20T05:38:00Z,source-a,shopping,click_count,1338
tq-large,2026-09-20T05:39:00Z,source-a,shopping,click_count,1339
tq-large,2026-09-20T05:40:00Z,source-a,shopping,click_count,1340
tq-large,2026-09-20T05:41:00Z,source-a,shopping,click_count,1341
tq-large,2026-09-20T05:42:00Z,source-a,shopping,click_count,1342
tq-large,2026-09-20T05:43:00Z,source-a,shopping,click_count,1343
tq-large,2026-09-20T05:44:00Z,source-a,shopping,click_count,1344
tq-large,2026-09-20T05:45:00Z,source-a,shopping,click_count,1345
tq-large,2026-09-20T05:46:00Z,source-a,shopping,click_count,1346
tq-large,2026-09-20T05:47:00Z,source-a,shopping,click_count,1347
tq-large,2026-09-20T05:48:00Z,source-a,shopping,click_count,1348
tq-large,2026-09-20T05:49:00Z,source-a,shopping,click_count,1349
tq-large,2026-09-20T05:50:00Z,source-a,shopping,click_count,1350
tq-large,2026-09-20T05:51:00Z,source-a,shopping,click_count,1351
tq-large,2026-09-20T05:52:00Z,source-a,shopping,click_count,1352
tq-large,2026-09-20T05:53:00Z,source-a,shopping,click_count,1353
tq-large,2026-09-20T05:54:00Z,source-a,shopping,click_count,1354
tq-large,2026-09-20T05:55:00Z,source-a,shopping,click_count,1355
tq-large,2026-09-20T05:56:00Z,source-a,shopping,click_count,1356
tq-large,2026-09-20T05:57:00Z,source-a,shopping,click_count,1357
tq-large,2026-09-20T05:58:00Z,source-a,shopping,click_count,1358
tq-large,2026-09-20T05:59:00Z,source-a,shopping,click_count,1359
tq-large,2026-09-20T06:00:00Z,source-a,shopping,click_count,1360
tq-large,2026-09-20T06:01:00Z,source-a,shopping,click_count,1361
tq-large,2026-09-20T06:02:00Z,source-a,shopping,click_count,1362
tq-large,2026-09-20T06:03:00Z,source-a,shopping,click_count,1363
tq-large,2026-09-20T06:04:00Z,source-a,shopping,click_count,1364
tq-large,2026-09-20T06:05:00Z,source-a,shopping,click_count,1365
tq-large,2026-09-20T06:06:00Z,source-a,shopping,click_count,1366
tq-large,2026-09-20T06:07:00Z,source-a,shopping,click_count,1367
tq-large,2026-09-20T06:08:00Z,source-a,shopping,click_count,1368
tq-large,2026-09-20T06:09:00Z,source-a,shopping,click_count,1369
tq-large,2026-09-20T06:10:00Z,source-a,shopping,click_count,1370
tq-large,2026-09-20T06:11:00Z,source-a,shopping,click_count,1371
tq-large,2026-09-20T06:12:00Z,source-a,shopping,click_count,1372
tq-large,2026-09-20T06:13:00Z,source-a,shopping,click_count,1373
tq-large,2026-09-20T06:14:00Z,source-a,shopping,click_count,1374
tq-large,2026-09-20T06:15:00Z,source-a,shopping,click_count,1375
tq-large,2026-09-20T06:16:00Z,source-a,shopping,click_count,1376
tq-large,2026-09-20T06:17:00Z,source-a,shopping,click_count,1377
tq-large,2026-09-20T06:18:00Z,source-a,shopping,click_count,1378
tq-large,2026-09-20T06:19:00Z,source-a,shopping,click_count,1379
tq-large,2026-09-20T06:20:00Z,source-a,shopping,click_count,1380
tq-large,2026-09-20T06:21:00Z,source-a,shopping,click_count,1381
tq-large,2026-09-20T06:22:00Z,source-a,shopping,click_count,1382
tq-large,2026-09-20T06:23:00Z,source-a,shopping,click_count,1383
tq-large,2026-09-20T06:24:00Z,source-a,shopping,click_count,1384
tq-large,2026-09-20T06:25:00Z,source-a,shopping,click_count,1385
tq-large,2026-09-20T06:26:00Z,source-a,shopping,click_count,1386
tq-large,2026-09-20T06:27:00Z,source-a,shopping,click_count,1387
tq-large,2026-09-20T06:28:00Z,source-a,shopping,click_count,1388
tq-large,2026-09-20T06:29:00Z,source-a,shopping,click_count,1389
tq-large,2026-09-20T06:30:00Z,source-a,shopping,click_count,1390
tq-large,2026-09-20T06:31:00Z,source-a,shopping,click_count,1391
tq-large,2026-09-20T06:32:00Z,source-a,shopping,click_count,1392
tq-large,2026-09-20T06:33:00Z,source-a,shopping,click_count,1393
tq-large,2026-09-20T06:34:00Z,source-a,shopping,click_count,1394
tq-large,2026-09-20T06:35:00Z,source-a,shopping,click_count,1395
tq-large,2026-09-20T06:36:00Z,source-a,shopping,click_count,1396
tq-large,2026-09-20T06:37:00Z,source-a,shopping,click_count,1397
