event_id,timestamp,source,topic,metric,value
tq-001,2026-09-20T09:00:00Z,source-b,shopping,click_count,782
tq-001,2026-09-20T09:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-20T09:00:00Z,source-c,shopping,click_count,588
tq-001,2026-09-20T09:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-20T10:00:00Z,source-a,shopping,click_count,1035
tq-001,2026-09-20T10:00:00Z,source-a,shopping,conversion_count,33
tq-001,2026-09-20T10:00:00Z,source-b,shopping,click_count,819
tq-001,2026-09-20T10:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-20T10:00:00Z,source-c,shopping,click_count,585
tq-001,2026-09-20T10:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-20T11:00:00Z,source-a,shopping,click_count,1032
tq-001,2026-09-20T11:00:00Z,source-a,shopping,conversion_count,32
tq-001,2026-09-20T11:00:00Z,source-b,shopping,click_count,831
tq-001,2026-09-20T11:00:00Z,source-b,shopping,conversion_count,27
tq-001,2026-09-20T11:00:00Z,source-c,shopping,click_count,580
tq-001,2026-09-20T11:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-20T12:00:00Z,source-a,shopping,click_count,1034
tq-001,2026-09-20T12:00:00Z,source-a,shopping,conversion_count,34
tq-001,2026-09-20T12:00:00Z,source-b,shopping,click_count,790
tq-001,2026-09-20T12:00:00Z,source-b,shopping,conversion_count,25
tq-001,2026-09-20T12:00:00Z,source-c,shopping,click_count,610
tq-001,2026-09-20T12:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-20T13:00:00Z,source-a,shopping,click_count,1012
tq-001,2026-09-20T13:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-20T13:00:00Z,source-b,shopping,click_count,816
tq-001,2026-09-20T13:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-20T13:00:00Z,source-c,shopping,click_count,582
tq-001,2026-09-20T13:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-20T14:00:00Z,source-a,shopping,click_count,1032
tq-001,2026-09-20T14:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-20T14:00:00Z,source-b,shopping,click_count,814
tq-001,2026-09-20T14:00:00Z,source-b,shopping,conversion_count,25
tq-001,2026-09-20T14:00:00Z,source-c,shopping,click_count,580
tq-001,2026-09-20T14:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-20T15:00:00Z,source-a,shopping,click_count,1010
tq-001,2026-09-20T15:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-20T15:00:00Z,source-b,shopping,click_count,783
tq-001,2026-09-20T15:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-20T15:00:00Z,source-c,shopping,click_count,585
tq-001,2026-09-20T15:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-20T16:00:00Z,source-a,shopping,click_count,1010
tq-001,2026-09-20T16:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-20T16:00:00Z,source-b,shopping,click_count,786
tq-001,2026-09-20T16:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-20T16:00:00Z,source-c,shopping,click_count,597
tq-001,2026-09-20T16:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-20T17:00:00Z,source-a,shopping,click_count,1004
tq-001,2026-09-20T17:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-20T17:00:00Z,source-b,shopping,click_count,815
tq-001,2026-09-20T17:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-20T17:00:00Z,source-c,shopping,click_count,576
tq-001,2026-09-20T17:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-20T18:00:00Z,source-a,shopping,click_count,992
tq-001,2026-09-20T18:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-20T18:00:00Z,source-b,shopping,click_count,807
tq-001,2026-09-20T18:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-20T18:00:00Z,source-c,shopping,click_count,577
tq-001,2026-09-20T18:00:00Z,source-c,shopping,conversion_count,16
tq-001,2026-09-20T19:00:00Z,source-a,shopping,click_count,960
tq-001,2026-09-20T19:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-20T19:00:00Z,source-b,shopping,click_count,806
tq-001,2026-09-20T19:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-20T19:00:00Z,source-c,shopping,click_count,615
tq-001,2026-09-20T19:00:00Z,source-c,shopping,conversion_count,20
tq-001,2026-09-20T20:00:00Z,source-a,shopping,click_count,997
tq-001,2026-09-20T20:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-20T20:00:00Z,source-b,shopping,click_count,770
tq-001,2026-09-20T20:00:00Z,source-b,shopping,conversion_count,25
tq-001,2026-09-20T20:00:00Z,source-c,shopping,click_count,588
tq-001,2026-09-20T20:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-20T21:00:00Z,source-a,shopping,click_count,980
tq-001,2026-09-20T21:00:00Z,source-a,shopping,conversion_count,27
tq-001,2026-09-20T21:00:00Z,source-b,shopping,click_count,806
tq-001,2026-09-20T21:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-20T21:00:00Z,source-c,shopping,click_count,609
tq-001,2026-09-20T21:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-20T22:00:00Z,source-a,shopping,click_count,1003
tq-001,2026-09-20T22:00:00Z,source-a,shopping,conversion_count,33
tq-001,2026-09-20T22:00:00Z,source-b,shopping,click_count,816
tq-001,2026-09-20T22:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-20T22:00:00Z,source-c,shopping,click_count,612
tq-001,2026-09-20T22:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-20T23:00:00Z,source-a,shopping,click_count,988
tq-001,2026-09-20T23:00:00Z,source-a,shopping,conversion_count,32
tq-001,2026-09-20T23:00:00Z,source-b,shopping,click_count,783
tq-001,2026-09-20T23:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-20T23:00:00Z,source-c,shopping,click_count,600
tq-001,2026-09-20T23:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-21T00:00:00Z,source-a,shopping,click_count,962
tq-001,2026-09-21T00:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-21T00:00:00Z,source-b,shopping,click_count,806
tq-001,2026-09-21T00:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-21T00:00:00Z,source-c,shopping,click_count,603
tq-001,2026-09-21T00:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T01:00:00Z,source-a,shopping,click_count,993
tq-001,2026-09-21T01:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T01:00:00Z,source-b,shopping,click_count,799
tq-001,2026-09-21T01:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-21T01:00:00Z,source-c,shopping,click_count,614
tq-001,2026-09-21T01:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-21T02:00:00Z,source-a,shopping,click_count,1023
tq-001,2026-09-21T02:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T02:00:00Z,source-b,shopping,click_count,776
tq-001,2026-09-21T02:00:00Z,source-b,shopping,conversion_count,22
tq-001,2026-09-21T02:00:00Z,source-c,shopping,click_count,612
tq-001,2026-09-21T02:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T03:00:00Z,source-a,shopping,click_count,968
tq-001,2026-09-21T03:00:00Z,source-a,shopping,conversion_count,29
tq-001,2026-09-21T03:00:00Z,source-b,shopping,click_count,774
tq-001,2026-09-21T03:00:00Z,source-b,shopping,conversion_count,22
tq-001,2026-09-21T03:00:00Z,source-c,shopping,click_count,580
tq-001,2026-09-21T03:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-21T04:00:00Z,source-a,shopping,click_count,973
tq-001,2026-09-21T04:00:00Z,source-a,shopping,conversion_count,27
tq-001,2026-09-21T04:00:00Z,source-b,shopping,click_count,789
tq-001,2026-09-21T04:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T04:00:00Z,source-c,shopping,click_count,603
tq-001,2026-09-21T04:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T05:00:00Z,source-a,shopping,click_count,1015
tq-001,2026-09-21T05:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-21T05:00:00Z,source-b,shopping,click_count,802
tq-001,2026-09-21T05:00:00Z,source-b,shopping,conversion_count,25
tq-001,2026-09-21T05:00:00Z,source-c,shopping,click_count,610
tq-001,2026-09-21T05:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T06:00:00Z,source-a,shopping,click_count,961
tq-001,2026-09-21T06:00:00Z,source-a,shopping,conversion_count,26
tq-001,2026-09-21T06:00:00Z,source-b,shopping,click_count,774
tq-001,2026-09-21T06:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-21T06:00:00Z,source-c,shopping,click_count,616
tq-001,2026-09-21T06:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T07:00:00Z,source-a,shopping,click_count,988
tq-001,2026-09-21T07:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-21T07:00:00Z,source-b,shopping,click_count,782
tq-001,2026-09-21T07:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T07:00:00Z,source-c,shopping,click_count,595
tq-001,2026-09-21T07:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T08:00:00Z,source-a,shopping,click_count,973
tq-001,2026-09-21T08:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-21T08:00:00Z,source-b,shopping,click_count,821
tq-001,2026-09-21T08:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-21T08:00:00Z,source-c,shopping,click_count,579
tq-001,2026-09-21T08:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T09:00:00Z,source-a,shopping,click_count,993
tq-001,2026-09-21T09:00:00Z,source-a,shopping,conversion_count,27
tq-001,2026-09-21T09:00:00Z,source-b,shopping,click_count,818
tq-001,2026-09-21T09:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-21T09:00:00Z,source-c,shopping,click_count,579
tq-001,2026-09-21T09:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T10:00:00Z,source-a,shopping,click_count,980
tq-001,2026-09-21T10:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-21T10:00:00Z,source-b,shopping,click_count,830
tq-001,2026-09-21T10:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-21T10:00:00Z,source-c,shopping,click_count,577
tq-001,2026-09-21T10:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T11:00:00Z,source-a,shopping,click_count,967
tq-001,2026-09-21T11:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T11:00:00Z,source-b,shopping,click_count,788
tq-001,2026-09-21T11:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-21T11:00:00Z,source-c,shopping,click_count,599
tq-001,2026-09-21T11:00:00Z,source-c,shopping,conversion_count,16
tq-001,2026-09-21T12:00:00Z,source-a,shopping,click_count,1014
tq-001,2026-09-21T12:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T12:00:00Z,source-b,shopping,click_count,826
tq-001,2026-09-21T12:00:00Z,source-b,shopping,conversion_count,27
tq-001,2026-09-21T12:00:00Z,source-c,shopping,click_count,591
tq-001,2026-09-21T12:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T13:00:00Z,source-a,shopping,click_count,992
tq-001,2026-09-21T13:00:00Z,source-a,shopping,conversion_count,27
tq-001,2026-09-21T13:00:00Z,source-b,shopping,click_count,809
tq-001,2026-09-21T13:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T13:00:00Z,source-c,shopping,click_count,592
tq-001,2026-09-21T13:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T14:00:00Z,source-a,shopping,click_count,979
tq-001,2026-09-21T14:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-21T14:00:00Z,source-b,shopping,click_count,770
tq-001,2026-09-21T14:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T14:00:00Z,source-c,shopping,click_count,606
tq-001,2026-09-21T14:00:00Z,source-c,shopping,conversion_count,18
tq-001,2026-09-21T15:00:00Z,source-a,shopping,click_count,966
tq-001,2026-09-21T15:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T15:00:00Z,source-b,shopping,click_count,824
tq-001,2026-09-21T15:00:00Z,source-b,shopping,conversion_count,27
tq-001,2026-09-21T15:00:00Z,source-c,shopping,click_count,617
tq-001,2026-09-21T15:00:00Z,source-c,shopping,conversion_count,20
tq-001,2026-09-21T16:00:00Z,source-a,shopping,click_count,980
tq-001,2026-09-21T16:00:00Z,source-a,shopping,conversion_count,32
tq-001,2026-09-21T16:00:00Z,source-b,shopping,click_count,773
tq-001,2026-09-21T16:00:00Z,source-b,shopping,conversion_count,25
tq-001,2026-09-21T16:00:00Z,source-c,shopping,click_count,606
tq-001,2026-09-21T16:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T17:00:00Z,source-a,shopping,click_count,1011
tq-001,2026-09-21T17:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-21T17:00:00Z,source-b,shopping,click_count,769
tq-001,2026-09-21T17:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-21T17:00:00Z,source-c,shopping,click_count,579
tq-001,2026-09-21T17:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T18:00:00Z,source-a,shopping,click_count,1012
tq-001,2026-09-21T18:00:00Z,source-a,shopping,conversion_count,33
tq-001,2026-09-21T18:00:00Z,source-b,shopping,click_count,821
tq-001,2026-09-21T18:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T18:00:00Z,source-c,shopping,click_count,608
tq-001,2026-09-21T18:00:00Z,source-c,shopping,conversion_count,20
tq-001,2026-09-21T19:00:00Z,source-a,shopping,click_count,985
tq-001,2026-09-21T19:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-21T19:00:00Z,source-b,shopping,click_count,830
tq-001,2026-09-21T19:00:00Z,source-b,shopping,conversion_count,27
tq-001,2026-09-21T19:00:00Z,source-c,shopping,click_count,591
tq-001,2026-09-21T19:00:00Z,source-c,shopping,conversion_count,19
tq-001,2026-09-21T20:00:00Z,source-a,shopping,click_count,993
tq-001,2026-09-21T20:00:00Z,source-a,shopping,conversion_count,31
tq-001,2026-09-21T20:00:00Z,source-b,shopping,click_count,794
tq-001,2026-09-21T20:00:00Z,source-b,shopping,conversion_count,26
tq-001,2026-09-21T20:00:00Z,source-c,shopping,click_count,622
tq-001,2026-09-21T20:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-21T21:00:00Z,source-a,shopping,click_count,1023
tq-001,2026-09-21T21:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T21:00:00Z,source-b,shopping,click_count,769
tq-001,2026-09-21T21:00:00Z,source-b,shopping,conversion_count,23
tq-001,2026-09-21T21:00:00Z,source-c,shopping,click_count,619
tq-001,2026-09-21T21:00:00Z,source-c,shopping,conversion_count,20
tq-001,2026-09-21T22:00:00Z,source-a,shopping,click_count,963
tq-001,2026-09-21T22:00:00Z,source-a,shopping,conversion_count,30
tq-001,2026-09-21T22:00:00Z,source-b,shopping,click_count,790
tq-001,2026-09-21T22:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T22:00:00Z,source-c,shopping,click_count,616
tq-001,2026-09-21T22:00:00Z,source-c,shopping,conversion_count,17
tq-001,2026-09-21T23:00:00Z,source-a,shopping,click_count,970
tq-001,2026-09-21T23:00:00Z,source-a,shopping,conversion_count,28
tq-001,2026-09-21T23:00:00Z,source-b,shopping,click_count,821
tq-001,2026-09-21T23:00:00Z,source-b,shopping,conversion_count,24
tq-001,2026-09-21T23:00:00Z,source-c,shopping,click_count,576
tq-001,2026-09-21T23:00:00Z,source-c,shopping,conversion_count,19
tq-002,2026-09-20T00:00:00Z,source-a,shopping,click_count,990
tq-002,2026-09-20T00:00:00Z,source-a,shopping,conversion_count,27
tq-002,2026-09-20T00:00:00Z,source-b,shopping,click_count,809
tq-002,2026-09-20T00:00:00Z,source-b,shopping,conversion_count,26
tq-002,2026-09-20T00:00:00Z,source-c,shopping,click_count,614
tq-002,2026-09-20T00:00:00Z,source-c,shopping,conversion_count,18
tq-002,2026-09-20T01:00:00Z,source-a,shopping,click_count,988
tq-002,2026-09-20T01:00:00Z,source-a,shopping,conversion_count,28
tq-002,2026-09-20T01:00:00Z,source-b,shopping,click_count,821
tq-002,2026-09-20T01:00:00Z,source-b,shopping,conversion_count,24
tq-002,2026-09-20T01:00:00Z,source-c,shopping,click_count,605
tq-002,2026-09-20T01:00:00Z,source-c,shopping,conversion_count,18
tq-002,2026-09-20T02:00:00Z,source-a,shopping,click_count,993
tq-002,2026-09-20T02:00:00Z,source-a,shopping,conversion_count,28
tq-002,2026-09-20T02:00:00Z,source-b,shopping,click_count,826
tq-002,2026-09-20T02:00:00Z,source-b,shopping,conversion_count,23
tq-002,2026-09-20T02:00:00Z,source-c,shopping,click_count,587
tq-002,2026-09-20T02:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T03:00:00Z,source-a,shopping,click_count,988
tq-002,2026-09-20T03:00:00Z,source-a,shopping,conversion_count,29
tq-002,2026-09-20T03:00:00Z,source-b,shopping,click_count,787
tq-002,2026-09-20T03:00:00Z,source-b,shopping,conversion_count,26
tq-002,2026-09-20T03:00:00Z,source-c,shopping,click_count,608
tq-002,2026-09-20T03:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T04:00:00Z,source-a,shopping,click_count,1037
tq-002,2026-09-20T04:00:00Z,source-a,shopping,conversion_count,30
tq-002,2026-09-20T04:00:00Z,source-b,shopping,click_count,820
tq-002,2026-09-20T04:00:00Z,source-b,shopping,conversion_count,23
tq-002,2026-09-20T04:00:00Z,source-c,shopping,click_count,621
tq-002,2026-09-20T04:00:00Z,source-c,shopping,conversion_count,19
tq-002,2026-09-20T05:00:00Z,source-a,shopping,click_count,1036
tq-002,2026-09-20T05:00:00Z,source-a,shopping,conversion_count,33
tq-002,2026-09-20T05:00:00Z,source-b,shopping,click_count,780
tq-002,2026-09-20T05:00:00Z,source-b,shopping,conversion_count,25
tq-002,2026-09-20T05:00:00Z,source-c,shopping,click_count,616
tq-002,2026-09-20T05:00:00Z,source-c,shopping,conversion_count,18
tq-002,2026-09-20T06:00:00Z,source-a,shopping,click_count,1028
tq-002,2026-09-20T06:00:00Z,source-a,shopping,conversion_count,32
tq-002,2026-09-20T06:00:00Z,source-b,shopping,click_count,786
tq-002,2026-09-20T06:00:00Z,source-b,shopping,conversion_count,23
tq-002,2026-09-20T06:00:00Z,source-c,shopping,click_count,620
tq-002,2026-09-20T06:00:00Z,source-c,shopping,conversion_count,20
tq-002,2026-09-20T07:00:00Z,source-a,shopping,click_count,1000
tq-002,2026-09-20T07:00:00Z,source-a,shopping,conversion_count,29
tq-002,2026-09-20T07:00:00Z,source-b,shopping,click_count,830
tq-002,2026-09-20T07:00:00Z,source-b,shopping,conversion_count,25
tq-002,2026-09-20T07:00:00Z,source-c,shopping,click_count,578
tq-002,2026-09-20T07:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T08:00:00Z,source-a,shopping,click_count,1036
tq-002,2026-09-20T08:00:00Z,source-a,shopping,conversion_count,33
tq-002,2026-09-20T08:00:00Z,source-b,shopping,click_count,802
tq-002,2026-09-20T08:00:00Z,source-b,shopping,conversion_count,25
tq-002,2026-09-20T08:00:00Z,source-c,shopping,click_count,618
tq-002,2026-09-20T08:00:00Z,source-c,shopping,conversion_count,18
tq-002,2026-09-20T09:00:00Z,source-a,shopping,click_count,1006
tq-002,2026-09-20T09:00:00Z,source-a,shopping,conversion_count,30
tq-002,2026-09-20T09:00:00Z,source-b,shopping,click_count,803
tq-002,2026-09-20T09:00:00Z,source-b,shopping,conversion_count,26
tq-002,2026-09-20T09:00:00Z,source-c,shopping,click_count,600
tq-002,2026-09-20T09:00:00Z,source-c,shopping,conversion_count,19
tq-002,2026-09-20T10:00:00Z,source-a,shopping,click_count,999
tq-002,2026-09-20T10:00:00Z,source-a,shopping,conversion_count,27
tq-002,2026-09-20T10:00:00Z,source-b,shopping,click_count,785
tq-002,2026-09-20T10:00:00Z,source-b,shopping,conversion_count,26
tq-002,2026-09-20T10:00:00Z,source-c,shopping,click_count,594
tq-002,2026-09-20T10:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T11:00:00Z,source-a,shopping,click_count,993
tq-002,2026-09-20T11:00:00Z,source-a,shopping,conversion_count,27
tq-002,2026-09-20T11:00:00Z,source-b,shopping,click_count,826
tq-002,2026-09-20T11:00:00Z,source-b,shopping,conversion_count,22
tq-002,2026-09-20T11:00:00Z,source-c,shopping,click_count,589
tq-002,2026-09-20T11:00:00Z,source-c,shopping,conversion_count,16
tq-002,2026-09-20T12:00:00Z,source-a,shopping,click_count,1028
tq-002,2026-09-20T12:00:00Z,source-a,shopping,conversion_count,29
tq-002,2026-09-20T12:00:00Z,source-b,shopping,click_count,831
tq-002,2026-09-20T12:00:00Z,source-b,shopping,conversion_count,27
tq-002,2026-09-20T12:00:00Z,source-c,shopping,click_count,584
tq-002,2026-09-20T12:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T13:00:00Z,source-a,shopping,click_count,1003
tq-002,2026-09-20T13:00:00Z,source-a,shopping,conversion_count,28
tq-002,2026-09-20T13:00:00Z,source-b,shopping,click_count,820
tq-002,2026-09-20T13:00:00Z,source-b,shopping,conversion_count,26
tq-002,2026-09-20T13:00:00Z,source-c,shopping,click_count,588
tq-002,2026-09-20T13:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T14:00:00Z,source-a,shopping,click_count,987
tq-002,2026-09-20T14:00:00Z,source-a,shopping,conversion_count,31
tq-002,2026-09-20T14:00:00Z,source-b,shopping,click_count,768
tq-002,2026-09-20T14:00:00Z,source-b,shopping,conversion_count,25
tq-002,2026-09-20T14:00:00Z,source-c,shopping,click_count,587
tq-002,2026-09-20T14:00:00Z,source-c,shopping,conversion_count,16
tq-002,2026-09-20T15:00:00Z,source-a,shopping,click_count,1036
tq-002,2026-09-20T15:00:00Z,source-a,shopping,conversion_count,34
tq-002,2026-09-20T15:00:00Z,source-b,shopping,click_count,830
tq-002,2026-09-20T15:00:00Z,source-b,shopping,conversion_count,23
tq-002,2026-09-20T15:00:00Z,source-c,shopping,click_count,610
tq-002,2026-09-20T15:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T16:00:00Z,source-a,shopping,click_count,993
tq-002,2026-09-20T16:00:00Z,source-a,shopping,conversion_count,30
tq-002,2026-09-20T16:00:00Z,source-b,shopping,click_count,790
tq-002,2026-09-20T16:00:00Z,source-b,shopping,conversion_count,22
tq-002,2026-09-20T16:00:00Z,source-c,shopping,click_count,605
tq-002,2026-09-20T16:00:00Z,source-c,shopping,conversion_count,17
tq-002,2026-09-20T17:00:00Z,source-a,shopping,click_count,1027
tq-002,2026-09-20T17:00:00Z,source-a,shopping,conversion_count,34
tq-002,2026-09-20T17:00:00Z,source-b,shopping,click_count,828
tq-002,2026-09-20T17:00:00Z,source-b,shopping,conversion_count,23
tq-002,2026-09-20T17:00:00Z,source-c,shopping,click_count,611
tq-002,2026-09-20T17:00:00Z,source-c,shopping,conversion_count,19
tq-002,2026-09-20T18:00:00Z,source-a,shopping,click_count,996
tq-002,2026-09-20T18:00:00Z,source-a,shopping,conversion_count,29
